id,created,updated,title,content,tags,product,topic,locale,answers,creator,is_solved,solved_by,num_answers
1292802,2020-06-27 12:49:30 -0800,2020-06-29T01:52:59Z,On restart Thunderbird loses previous config,"<p>Hello, </p><p>Recently migrated to new Mac laptop (MacOS 10.15.2).  Installed latest Thunderbird (68.9.0). </p><p>Sometimes Thunderbird hangs, and I need to restart.  On restart, it asks for account name, rebuilds folders, and creates new (empty) address books. </p><p>Related question.  Should I delete all the xxxxxxx.default-release-x folders except the latest one? </p><p>Thank you, </p><p>Jack Ziegler </p>",download-and-install_1;needsinfo;,thunderbird,download-install-and-migration,en-US,1328318;,jpz4,true,wsmwk,1
1292801,2020-06-27 12:46:22 -0800,2020-06-27T17:14:43Z,Is This Part of FireFox Off Limits?,"<p>Today, I somewhat accidentally accessed a part of FireFox that I suspect is off limits to non-members.   </p><p>STEPS </p> <ol><li> I pressed and held  cmd-option keys then hit the i key. </li><li> Tapped the Network tab </li><li> Refreshed the page </li><li> These messages came up.  I am not sure, but I suspect these links are off limits to non-members (to see the image I made , you have to click the link). </li></ol> <p><a href=""https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2020-06-27-12-42-27-182be0.png"" rel=""nofollow"">https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2020-06-27-12-42-27-182be0.png</a> </p><p><br> 5.  clicked the link indicated which exposed the following restricted information.  I suspect it is some form of computer code. </p><p><a href=""https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2020-06-27-12-44-37-c81e72.png"" rel=""nofollow"">https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2020-06-27-12-44-37-c81e72.png</a> </p><p>6.  When this material appeared, I immediately unplugged my computer, to avoid detection by the authorities. </p><p>I repeated the steps, but took a few seconds to capture screen images so I could post them here. </p><p>I understand security practices might dictate that you share no knowledge on this topic, but if you can safely and legally explain in terms my child would understand, what I found hiding on my computer, I would be much obliged. </p>",firefox-770;privacy-and-security_1;desktop;mac-os;,firefox,privacy-and-security,en-US,1327928;1327930;1327936;1327941;1327942;1327946;1327967;1327975;,firefox195,false,false,8
1292800,2020-06-27 12:08:03 -0800,2020-06-28T00:54:06Z,Lost Bookmarks,"<p>Hello I had a Problem where i couldnt login to my Google Account, i tried pretty much everything until i reinstalled Firefox. The reinstall finally worked... But i forgot to save my Bookmarks and now they're gone... are they still somewhere saved so i can get them back? </p><p>Greetings and thanks in advance Martin </p>",firefox-770;bookmarks;desktop;windows-10;,firefox,bookmarks,en-US,1328001;1328050;,struppi11,true,ComputerWhiz,2
1292799,2020-06-27 12:03:56 -0800,2020-06-28T10:42:20Z,Firefox always opens documents from the Internet as URLs,<p>There has got to be a simple change that fixes this.  I just cannot find it. </p>,firefox-770;other;desktop;windows-7;,firefox,other,en-US,1327957;1327965;1327988;1327989;1328156;1328167;1328168;1328172;,cbraxton,true,jscher2000,8
1292798,2020-06-27 11:18:44 -0800,2020-06-27T13:58:15Z,email,"<p>Every 3-4 weeks I am unable to sign in to my email account at <a href=""http://optonline.net"" rel=""nofollow"">optonline.net</a>. I get a message that I have an incorrect password or user name. I then have to change my password. When this happens, it screws up my Iphone and Ipad. this has now happened at least 6 times. Can you help? I am at my wit's end! </p>",firefox-770;other;desktop;windows-10;,firefox,other,en-US,1327955;,linreads,false,false,1
1292797,2020-06-27 11:17:39 -0800,2020-06-27T11:17:39Z,my security,"<p><a href=""http://example.com"" rel=""nofollow"">link text</a><em>italic text</em> </p>",privacy-and-security_1;desktop;,firefox,privacy-and-security,en-US,"",bahadur21897,false,false,0
1292796,2020-06-27 11:12:12 -0800,2020-06-27T20:36:13Z,Switched Mozilla to Mozilla ESR... LOST BOOKMARKS!!!!!   help please?,"<p>I had a Mozilla Firefox browser and switched to Mozilla ESR 68 version.  I DID check bookmarks, etc to be synced to the new version but they are all gone!!!  How can i get them back?  Yes, i did have to set a new identity as it asked me to during the download process for the new version.  Is there any way to recover it by any means including reverting to the previous version </p>",firefox-680;sync;desktop;windows-7;,firefox,sync,en-US,1327954;1328021;,sertifiedjeenious,false,false,2
1292795,2020-06-27 10:54:16 -0800,2020-06-28T02:43:37Z,Firefox profile problem since version 68.x,"<p>To be able to easily manage my mails I share a profile between my windows and linux installation of Thunderbird. </p><p>Recently I can't acces the thunderbird installation under linux anymore as it gives me: </p><p>""You have launched an older version of Thunderbird"" ""A newer version of Thunderbird may have made changes to your profile which are no longer compatible with this older version. Use this profile only with that newer version, or create a new profile for this installation of Thunderbird. Creating a new profile requires setting up your accounts, calendars and add-ons again."" </p><p>I understand the problem is caused by the new firefox version that isn't allowing multiple installations on the same profile anymore. </p><p>I hope there is a work around someone can help me with, because I just want to work with my emails, whether I'm working in Windows or Linux. </p><p>I believe this is a serious mistake in the new thunderbird for all those working on a shared profile. </p>",other;,thunderbird,other,en-US,1327918;1328059;,fjbcytswukvzwmlgth,true,sfhowes,2
1292794,2020-06-27 10:47:32 -0800,2020-07-02T15:02:48Z,no private firefox icon and unable to add duie to a connection probllem,<p>I think I had this before but it  is gone now. No icon to turn on or off and cannot add due to connection problem. </p>,fix-problems;,firefox-private-network,fix-problems,en-US,1329364;1329395;,Kentkitty,false,false,2
1292793,2020-06-27 10:45:11 -0800,2020-06-27T10:45:11Z,"Lost all bookmarks, etc switching to eos version 68","<p>duplicate of <a href=""/questions/1292796"" rel=""nofollow"">/questions/1292796</a> thread. </p><p>i did check all boxes during the switch from one firefox version to eos but no bookmarks or anything were synched over.  Is this repairable?  Either way - keeping this version or going back to the previous one? </p>",firefox-680;sync;desktop;windows-7;,firefox,sync,en-US,"",sertifiedjeenious,false,false,0
1292792,2020-06-27 10:36:51 -0800,2020-06-27T22:42:50Z,00001.jpg already exist.do you want to replace it?,"<p>hi.when i surf the net ,i get a lot of picture from website,i used to click on each picture i wanted and save them as,then a menu open to choose the directories i want to dload to it,and then if i had a pic with the same name,i would add a last digit at the end of the name,either be a letter or number,and when i clicked on the name to add the digit,it would go into a dropdown menu that showed me all the same name with different digit i made ,as to know where i was the last time,like 001.jpeg,i would add a digit that would give me 001a.jpeg,and when i did it again the next time the drop down menu of the renaming file would open with all the choice already done,like 001.jpeg,001a.jpeg,001b.jpeg,ect...so i would know which one to make next,but now it dosen't show anymore,i have to guess or try by myself,then it gonna say the magic phrase ,00001.jpg already <a href=""http://exist.do"" rel=""nofollow"">exist.do</a> you want to replace it?....but i have the try them all until i find one that i do not have...is there a way to have that back,in the setting maybe,been searching,but no luck,maybe with an add on,just wanted to know if it was me who did not do something correctly,or did they take out this option in the new modzilla firefox,or a incompabillity between the new windows 10 and modzilla,...i have window 10 64x up to date,with a modzilla fire fox up to date too,any help would be appreciated,either to tell me that mysetting are not ok,or is it been changed into the newer version because of the new app,do i need to get an add on or something...thx in advance </p>",firefox-770;customize;desktop;windows-10;,firefox,customize,en-US,1327985;1328017;1328036;,doubutsu,false,false,3
1292791,2020-06-27 10:26:57 -0800,2020-06-27T13:50:25Z,Want to re-install Firefox with completely clean slate,"<p>First time installing Firefox, I mis-entered email address. Wanted to correct. De-installed program, then re-installed. But I didn't get a clean slate. Firefox knew that I had an account.  How to wipe slate clean and start completely fresh? </p>",download-and-install_1;firefox-770;desktop;windows-10;,firefox,download-and-install,en-US,1327951;,rconrad,true,cor-el,1
1292790,2020-06-27 10:12:32 -0800,2020-06-29T11:32:11Z,Font size,<p>Hi.  After searching for over 45 minutes I cannot figure out how to increase font size in Firefox ios.  Plz advise! Thx thx thx!! </p>,ios;how-to-use-firefox-ios;,ios,how-to-use-firefox-ios,en-US,1328447;,Sweetwater1,false,false,1
1292789,2020-06-27 10:06:37 -0800,2020-06-28T12:00:19Z,Firefox Profile Compatibility,<p>I am setting up a new desktop and want to copy my Firefox profile from one Linux desktop to another. In the past I have just used sync and then had to go thru the process of making all the config adjustments and tweaking other settings that are not part of sync. I just copied over my Thunderbird profile and it was a perfect copy and paste. Unfortunately I have tried twice with FF and its not working. Keep getting the message that the profile being copied in is from an older version. That's not true however the one being copied in is from 77.0.1 and the new desktop being pasted into is 71.0. Any idea what I am doing wrong that's an easy fix? Thanks. </p>,firefox-680;customize;desktop;windows-10;,firefox,customize,en-US,1327879;1327888;1328087;1328201;,spur4,true,cor-el,4
1292788,2020-06-27 09:55:17 -0800,2020-06-27T18:54:08Z,Typing in Yahoo mail scrambles text,"<p>Recently, when I try to type an email in Yahoo mail the text will get scrambled. The cursor will randomly jump around resulting in me typing in letters in the wrong spot, random letters I did not type will appear at the end of the line I'm on, and trying to backspace will result in OTHER, random letters being deleted that aren't near my cursor. This just started a few days ago, prior to that there was no issue. I've only noticed this for the Yahoo mail site. Here is an example: </p><p>I tried to type ""Hello, my name is David and I"" and this is what I got: </p><p>""HeHlo, my name is eDavjf and eI eHlHlllH"" </p><p>I'm not THAT bad at typing. Lol. </p><p>Thanks for any help! </p>",websites;desktop;,firefox,websites,en-US,1328004;,dstagg80,false,false,1
1292787,2020-06-27 09:23:29 -0800,2020-06-28T07:54:13Z,"Thunderbird profile copied to new computer works first time, but Thunderbird crashes when closed and reopened","<p>Hi all </p><p>I do not have the entire \Thunderbird folder from my crashed computer I only have the profile folder: tbzin4l5.default </p><p>I installed Thunderbird (68.9.0) on a new computer and copied this folder to \AppData\Roaming\Thunderbird\Profiles and used different methods to set it as the default profile. </p><p>For example, I set it manually using <a href=""https://support.mozilla.org/en-US/products/thunderbird/install-migrate-and-update"" rel=""nofollow"">https://support.mozilla.org/en-US/products/thunderbird/install-migrate-and-update</a>  and I also used the thunderbird.exe -profilemanager command </p><p>Thunderbird always opens the profile fine the first time and I can see all my email and email accounts. When I close Thunderbird and try to reopen it, it appears very briefly before crashing. </p><p>If when I open it the first time and send an email, close and reopen the screen is as per the attached screen shot. Clicking about causes it to crash again. </p><p>I have tried many times to uninstall Thunderbird, delete the \AppData\Roaming\Thunderbird and reinstall, and the results are the same. </p><p>Any help would be greatly appreciated. </p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1327855;1327891;1327915;1327923;1327939;1327949;1328119;,jim177,true,jim177,7
1292786,2020-06-27 09:17:07 -0800,2020-06-27T09:17:07Z,IGNORE - ALREADY POSTED QUESTION - Firefox Password reset email not in HMTL format,"<p>Hi. </p><p>I have bought a new laptop and  have installed the Firefox browser but have forgotton my Firefox password.  The password reset email from Firefox does not render as HTML; the email just presents as plain text.  So, I cannot see the password reset link. </p><p>I saw a 'hack' that suggested copying and pasting the email text into Notepad and save as a *.eml file but Notepad doesn't have the *.eml option.  I'm on Windows 10. </p><p>Any ideas how to resolve this issue. </p><p>Many thanks. </p>",privacy-and-security_1;desktop;,firefox,privacy-and-security,en-US,"",fencote,false,false,0
1292785,2020-06-27 09:09:39 -0800,2020-06-28T07:05:26Z,thunderbird changing email provider,"<p>I have am helping a friend migrate from one emal provider to another. His email account was under Heart Internet umbrella and servers were <a href=""http://imap.extencp.co.uk"" rel=""nofollow"">imap.extencp.co.uk</a>  <a href=""http://mta.extendcp.co.uk"" rel=""nofollow"">mta.extendcp.co.uk</a>.    When we loaded thundebird, it picked up all email off the servers fine. We have now changed hosting account and mail servers are now titan  i.e imap.titan.email  and smp.titan.email. email account name stays the same. If I change the incoming and outgoing servers in Thunderbird will it now get new emails, while retaining in the inbox the older emails already downloaded from the old servers. Man Thanks Ken </p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1327858;1327890;1327914;1328114;,ken.g.ramsey,true,sfhowes,4
1292784,2020-06-27 09:05:46 -0800,2020-06-28T11:40:49Z,Firefox and Lockwise sync is not working,"<p>Hello </p><p>Everything was working great until i reinstalled my windows OS. i was using firefox with account and sync feature enabled. everything including lockwise logins are synced into my android phone but i have reinstalled windows OS, after installing firefox i linked my same account and now i should have old logins and history but unfortunately nothing is showing up. </p><p>please help me how can i sync my history and logins from android firefox into firefox desktop, thanks in advance. </p>",fix-problems;,firefox-lockwise,fix-problems-lockwise,en-US,1328191;,faisalabbas.dev,false,false,1
1292783,2020-06-27 09:01:42 -0800,2020-06-27T09:50:20Z,Site hanging,"<p>I have a subscription to the NY Times and have been using their archives which they call TimesMachine.  Until yesterday it worked fine. Now when I type in a specific date the ""I'm thinking"" screen comes up and then it hangs.  This does not occur when I'm using Chrome.  I just re-did Firefox but it didn't help. </p>",firefox-770;websites;desktop;windows-10;,firefox,websites,en-US,1327866;,davidjgrandy,false,false,1
1292782,2020-06-27 08:55:25 -0800,2020-06-27T21:45:36Z,my thunderbird inbox is not displaying.,<p>My thunderbird inbox is not displaying. </p>,other;,thunderbird,other,en-US,1328032;,hayes.eg,false,false,1
1292781,2020-06-27 08:45:11 -0800,2020-06-28T00:26:35Z,"In FF 77.0.1 links in emails and not only, open in new window instead of new tab.","<p>In FF 77.0.1 links in emails and not only, open in new window instead of new tab although in  settings I have checked the TAB priority. </p><p>Herewith I attach the profile table. </p><p>Thank's in advance... </p>",firefox-770;tabs;desktop;windows-10;,firefox,tabs,en-US,1327847;1328049;,rogergr,true,jscher2000,2
1292780,2020-06-27 08:43:04 -0800,2020-06-27T08:43:04Z,Google search suggestions no longer hot links in Firefox iOS,"<p>Ipad Air, Software 12.4.6. This machine cannot accept OS 13. </p><p>I just <em>deleted </em>the Firefox app on my elderly Ipad and reinstalled it. But the Google search suggestions and autocompletes that Google (correctly) generates when I type into <a href=""http://google.com"" rel=""nofollow"">google.com</a> no longer can fill the edit box or take me to the suggested search when I try to click on them. I normally use Firefox iOS while logged in to Google, so I've always gotten search suggestions. </p><p>I did some searches and did not find my problem. </p>",firefox-ios-not-working-expected;ios;,ios,firefox-ios-not-working-expected,en-US,"",timbuchman,false,false,0
1292779,2020-06-27 08:41:53 -0800,2020-06-27T09:53:30Z,Thunderbird I lost my folder plane and can't get to my inbox,<p>How can I display y folder plane? </p>,other;,thunderbird,other,en-US,1327860;1327868;,larrholt,true,sfhowes,2
1292778,2020-06-27 08:40:51 -0800,2020-07-02T09:01:54Z,"Help on ""searchung messages""","<p>I couldn't find a message so I used the ""find"" location. After typing key words, the message appears, I can see the sender, the recipient and the date BUT I cannot see where it is located: when I click on the subject the screen becomes empty ... </p>",other;,thunderbird,other,en-US,1328104;1328928;1329243;,lino1,true,Toad-Hall,3
1292777,2020-06-27 08:36:51 -0800,2020-06-27T08:38:17Z,MITRATRON,<p>MITRATRON INCOMPARABLE </p>,install-and-set-up;,firefox-lockwise,install-lockwise,en-US,1327837;1327839;1327840;,vahfa1364,false,false,3
1292776,2020-06-27 08:34:12 -0800,2020-06-27T08:35:06Z,Question,<p>MITRATRON INCOMPARABLE </p>,install-and-set-up;,firefox-lockwise,install-lockwise,en-US,1327835;,vahfa1364,false,false,1
1292775,2020-06-27 08:31:55 -0800,2020-06-27T09:35:38Z,New Facebook design chat windows do not have any 'X' window closing buttons,"<p>As said in the subject header, my facebook chat windows are missing an important part of their usual selves. There are no buttons on the top of the window, and most importantly, I basically cannot close those windows :) In the picture, the left side is Facebook on Mozilla, and the right side is Facebook on MS Edge (had no other option, and couldn't bother to install Chrome). </p><p>If anyone can help, I'd greatly appreciate it! </p>",firefox-770;websites;desktop;windows-10;,firefox,websites,en-US,1327851;1327852;1327854;1327856;1327859;,alv.csk,false,false,5
1292774,2020-06-27 08:18:19 -0800,2020-06-27T10:17:27Z,Firefox Android Apps,"<p>What's the difference between Firefox Preview, Furefox Fcous, Firefox Browser, and Mozilla Firefox Browser? (All Android Apps) </p>",firefox-680;other;mobile;android;,mobile,other,en-US,1327878;,manavrv2005,false,false,1
1292773,2020-06-27 08:01:47 -0800,2020-06-28T18:23:01Z,"Updated from 75 to 77, corporate proxy now fails","<p>Since upgrading to 77.0.1 (macOS) i cannot reliably pull up any websites. If I disable/enable the proxy settings, or reload the proxy (using automatic WTAD), it will sometimes work for a few sites, before dying again. Any fixes? </p><p>EDIT: Clarify: It worked fine with 75. And Chrome and Safari both work, either ""using system settings"" or entering the WTAD address for auto proxy config. </p>",desktop;fix-problems;,firefox,fix-problems,en-US,1328268;,wonderdog,true,wonderdog,1
1292772,2020-06-27 07:49:30 -0800,2020-06-27T07:49:30Z,Missing emails in local folders,"<p>I created folders in Thunderbird to store emails, but when I Iook  in the folders I see very few  emails. One, for example had over 30 emails in it, but now only shows 12. Can you tell me why I am not seeing all of my stored emails? Thank you. </p><p>Mike Gemmell </p><p><br> </p><p>edited gmail address from search/spam bots view as this is a public forum and nobody here does support by email. </p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,"",mmgemmell86,false,false,0
1292771,2020-06-27 07:44:20 -0800,2020-06-27T17:54:01Z,los videos que reproduzco en youtube siempre se ven entrecortados,"<p><a class=""new"" href=""/es/kb/new?title=juan+luis+perez+flores"" rel=""nofollow"" title=""La página no existe."">juan luis perez flores</a> </p>",sync;desktop;needsinfo;,firefox,sync,es,1327820;1327991;,juanluisperezflores4,false,false,2
1292770,2020-06-27 07:31:59 -0800,2020-06-27T10:00:52Z,Firefox update 77.0.1 (64-bit) causes page to continually jump back to the top,<p>Since the latest Firefox update (77.0.1) pages no longer stay put.  When I scroll down they automatically jump back to the top.  Did a setting get changed with the update or is there something I need to adjust to get it to stop doing this?  Thanks. </p><p>System: OS: Linux Pop_OS 20.04 </p>,firefox-770;other;desktop;linux;,firefox,other,en-US,1327857;1327871;,homiad,false,false,2
1292769,2020-06-27 07:31:39 -0800,2020-07-04T04:47:56Z,Thunderbird delays saving attachment until exiting,"<p>Hello! </p><p>Whenever I save an attachment, the file does not appear to be saved. It only shows up after I exit Thunderbird. </p><p>I've also notice it is working slower, as any new window will appear black for about one second, and only then show its content. </p><p>Using 68.8.0 (64-bit) on Debian. </p><p>Any ideias, suggestions or hints to what I might look for? </p><p>Thanks, </p>",fix-problems;linux;tblinux;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1329756;,adcromitus,false,false,1
1292768,2020-06-27 07:26:04 -0800,2020-06-27T17:59:27Z,los videos que reproduzco en youtube siempre se ven entrecortados,<p>Necesito que me auyden con la beca benito juarez </p>,firefox-680;sync;mobile;android;,mobile,sync,es,1327994;,juanluisperezflores4,false,false,1
1292767,2020-06-27 07:21:15 -0800,2020-06-27T17:35:15Z,browser is continuously blinking,"<p>After using two hours Firefox yesterday It started blinking. My favorite browser for several years is not stable. I think , I should uninstall now ,      Can you help? </p>",other;desktop;needsinfo;,firefox,other,en-US,1327870;1327883;1327895;1327969;1327984;,aslamsherwani,false,false,5
1292766,2020-06-27 07:20:50 -0800,2020-06-28T07:46:52Z,did i lose all my bookmark and tabs?,<p>i built a new pc. i sign into my firefox account and none of my old stuff is here. wtf. how do i get my old bookmarks and tabs? </p>,firefox-770;bookmarks;desktop;windows-10;,firefox,bookmarks,en-US,1328005;1328046;1328054;1328118;,tao_xiong09,false,false,4
1292765,2020-06-27 07:19:07 -0800,2020-06-27T07:19:07Z,Too many msgFilterRules-xx.dat in RSS feeds,"<p>A lot of msgFilterRules-xx.dat is showing up in my RSS feeds and my local folders. Read a thread about they may came from my setting show details to emails. If that's the case, is there a way to automatically organize them? </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,"",skyer4,false,false,0
1292764,2020-06-27 07:15:44 -0800,2020-06-27T10:01:26Z,Spyware?,"<p>My AV program is blocking a connection Firefox is trying to male called ""<a href=""http://79423.analytics.edgekey.net"" rel=""nofollow"">79423.analytics.edgekey.net</a>"", because the certificate is expired. This looks like spyware to me. What is it? </p>",firefox-770;other;desktop;windows-10;,firefox,other,en-US,1327872;,trainerjk,false,false,1
1292763,2020-06-27 07:14:04 -0800,2020-06-29T13:33:18Z,Firefox enters saved password in the username field,"<p>I'm trying to use the Firefox ""Logins and Passwords"" saving option.  With one website, when I open it to the login page, Firefox enters the password in the username field and nothing in the password field.  I've checked ""Saved Logins..."" and verified that the information is entered correctly.  Why doesn't it work? </p>",firefox-770;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US,1327881;1328265;1328269;1328280;1328441;1328459;1328478;,coffent1,true,cor-el,7
1292762,2020-06-27 07:07:23 -0800,2020-06-27T12:55:02Z,Google Assets not loading in Firefox,"<p>Hello Freinds, </p><p>I'm having a bizarre problem with Google assets not loading in Firefox. I can search on Google, but the main logo and the Gooooooooogle at the bottom of a search page aren't displaying (see screenshots). I also can't load videos in Youtube (but I can browse them), Gmail gives me a temporary error, and no joy with Google Translate. I've not tried all 600 of their services, but I assume it's across the board. </p><p>Everything works fine in Chrome, Opera. </p><p>I haven't installed any add ons, and I don't believe I've updated Firefox from between last time this was working and now. Currently enabled add-ons are Last Pass, AdBlocker and Turbo Download Manager (screenshot) </p><p>I'm running Windows 10, Firefox 77.0.1. </p><p>Any ideas? </p>",firefox-770;websites;desktop;windows-10;,firefox,websites,en-US,1327828;1327830;1327853;1327882;1327887;1327924;1327927;,richarddavis1985,true,jscher2000,7
1292761,2020-06-27 06:37:36 -0800,2020-06-27T18:15:58Z,attachments won't open in gmail without paying for cloudconvert,<p>do I have to buy cloudconvert to open attachments in my email </p>,firefox-770;other;desktop;windows-10;,firefox,other,en-US,1327992;1327998;,nbrewerwv,false,false,2
1292760,2020-06-27 06:31:15 -0800,2020-06-30T08:36:15Z,Cant browse with google,<p>For two days from now on I was not able to search with google.Whatever I typed a Message popped up saying : No connection attempt made : Possible security problem I already restarted my router and firefox.Reinstalled firefox and tried the possible solutions on the firefox website. Google is working with every other browser just fine. </p>,websites;desktop;,firefox,websites,en-US,1327873;1327894;1327900;1327950;1328571;1328581;1328583;1328618;,aliraffler,true,aliraffler,8
1292759,2020-06-27 06:22:40 -0800,2020-06-27T06:27:11Z,bookmarks,<p>'<em>bold text'</em><strong>bold text</strong> </p>,bookmarks;mobile;,mobile,bookmarks,en-US,1327804;,rikobunk111,false,false,1
1292758,2020-06-27 06:21:32 -0800,2020-06-27T09:52:01Z,wikibuy,<p>i received an email from capital one wikibuy.  has anyone installed it?  what's the verdict? </p>,firefox-770;privacy-and-security_1;desktop;windows-10;,firefox,privacy-and-security,en-US,1327822;1327867;,pegasus514,false,false,2
