id,created,updated,title,content,tags,product,topic,locale,answers,creator,is_solved,solved_by,num_answers
1272047,2019-11-02 12:43:48 -0800,2019-11-06T01:04:38Z,I just recently bought a new Ubuntu laptop that has Thunderbird installed. I am having calendar sync issues,"<p>When trying to set up sync, I have installed the google provider, but am unable to create a new calendar, that choice does not seem to exist. I have done this before, and am convinced that I am doing something wrong, but am unable to figure out what. if anyone has step by step instructions, they would geatly appreciated.
</p>",calendar;needsinfo;,thunderbird,calendar,en-US,1263542;1263946;1264087;1264719;,david144,false,false,4
1272046,2019-11-02 12:41:23 -0800,2019-11-03T14:48:35Z,"Firefox crashed, automatic session restore did not incur, manual restore previous session is grey and there is no sessionrestore file nor backups","<p>So, as summarized in the title, Firefox crashed (probably due to RAM running out as I'm typing my thesis and have a few hundres tabs open for research etc.) and when I restarted the automatic session restore did not restore my tabs and windows, the start page did not ask if I wanted to restore the previous session and the restore session option itself in the menu was greyed out.
</p><p>I checked the FF default profile folder and the sessionstore.js file was completely missing, and the sessionstore-backups folder only had two files (recovery.jsonlz4 &amp; recovery.baklz4) that were both only 2kb in size. I suspected these are simply the empty starting page and using a third party website to inspect the contents trhe suspicion turned out to be correct.
</p><p>So, what I'm wondering is are there any other older backup files saved anywhere in the FF folders that could be used instead? I've had majority of the tabs open for several months so I would be able to scavenge most of what I lost from any older backups. And further, is it possible to recover all those tabs and windows somehow if the only backup files are blank as I discovered? I have not closed FF after relaunching the first time after the crash in order not to create any more blank backups.
</p><p>Thanks in advance for any light you might be able to shed on this.
</p>",tabs;desktop;,firefox,tabs,en-US,1263520;1263521;1263525;1263530;1263544;1263549;1263555;1263751;1263761;1263826;,yacchan.makkonen,false,false,10
1272045,2019-11-02 12:35:45 -0800,2019-11-03T07:40:45Z,"trouble moving address book from old machine to new machine, both machines using same release of Thunderbird","<p>I have done this before, but this is the first time I have had a problem. Both machines use Thunderbird 60.9.0. I successfully exported my address books as .cvs files to a jump drive. I installed the jump drive io the new machine, and attempted to use the import tool, but the tool did not see the files, not even the filenames. How do I fix this?
</p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1263688;,david144,false,false,1
1272044,2019-11-02 12:12:56 -0800,2019-11-03T07:28:52Z,Not junk going into junk folder in spite of being in contacts lists,"<p>Messages from a range of sources all with addresses in one or other of my address books keep being classed as junk. I regularly mark them as 'not junk'  but nothing changes. I cannot see what else to try..
I realise that this is not a problematic as junk getting into my Inbox but it is all too easy to miss something important unless Junk is checked very regularly!
</p>",privacy-and-security_1;,thunderbird,privacy-and-security-settings,en-US,1263504;1263574;1263685;,johncastree1,false,false,3
1272043,2019-11-02 12:08:52 -0800,2019-11-03T10:44:22Z,Thunderbird can't seem to find my Drafts folder when autosaving emails that I'm composing.,"<p>Gives this error message: ""Draft message was not copied to your drafts folder due to network or file access errors.""
</p><p>I can save draft messages manually by clicking the ""Save"" button, but Thunderbird can't do it when autosaving.
</p><p>I'm running Windows 10 on a Dell laptop, Thunderbird 68.2.1.
</p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1263509;1263522;1263528;1263727;1263747;,Daryl_Metzger,false,false,5
1272042,2019-11-02 12:07:46 -0800,2019-11-02T14:48:14Z,Big contradiction by Mozilla,"<p>Please explain.
</p><p>Thanks!
</p><p>AlanK5
</p>",privacy-and-security_1;firefox-700;desktop;windows-10;,firefox,privacy-and-security,en-US,1263503;1263518;1263575;,alank5,false,false,3
1272041,2019-11-02 11:58:03 -0800,2019-11-02T13:53:20Z,Sorry---I have to--1x only--RE-submit question 'cuz Mozilla's 1st page after I click Submit says OPPOSITE things re. if question's accepted for review,"<p>(Oddly, I also can'T CHECK the ""Ask to save logins and passwords for websites"" setting.  Not that I wish to, at this time at least.
</p><p>I've never saved, nor let anything auto-save, a log-in nor password, master nor otherwise.  Mozilla pages do not contradict that. I don't have, nor wish to, Lockwise, etc.
</p><p>I've enabled permanent cookies storage, and pop-ups appearing, for that Options page. Strict blocking changed to Standard for that page: no help.  
</p><p>Thank you for whatever help you can give!
</p><p>AlanK5
</p>",firefox-700;other;desktop;windows-10;,firefox,other,en-US,1263558;,alank5,false,false,1
1272040,2019-11-02 11:51:33 -0800,2019-11-02T13:11:55Z,"In Firefox 70.0.1, 64-bit, Options--Privacy & Security--Log-Ins & Passwords: I never checked, & can'T UN-check, Autofill nor Sug/Gen boxes (Win10 Home, v. 1903)","<p>(Oddly, I also can'T CHECK the ""Ask to save logins and passwords for websites"" setting.  Not that I wish to, at this time at least.
</p><pre>     I've never saved, nor let anything auto-save, a log-in nor password, master nor otherwise.  Mozilla pages do not contradict that. I don't have, nor wish to, Lockwise, etc.
</pre>
<pre>      I've enabled permanent cookies storage, and pop-ups appearing, for that Options page. Strict blocking changed to Standard for that page: no help.  
</pre>
<pre>    Thank you for whatever help you can give!
</pre>
<pre>       AlanK5, 11/2/19
</pre>",privacy-and-security_1;firefox-700;desktop;windows-10;,firefox,privacy-and-security,en-US,1263537;,alank5,false,false,1
1272039,2019-11-02 11:22:18 -0800,2019-11-05T14:09:15Z,"Per your instructions, I downloaded and installed an upgraded version of Thunderbird.","<p>You posted  ""We will help""  Where do I find that help?
With the new version, I lost all my address books and archived messages.  How do I get hem
</p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1263473;1263494;1263495;1263500;1263517;1263533;1263547;1263550;1263572;1263578;1263787;1263801;1263802;1264584;,fctatesc,false,false,14
1272038,2019-11-02 11:18:01 -0800,2019-11-06T11:17:42Z,"News sites (nytimes, w-post) display blank pages when opening links and although I am signed in, show me as not logged in.","<p>News sites (nytimes, washingtonpost) sometimes display blank pages when opening article links (home page displays fine) and although I am signed in, show me as not signed in to their sites. I do have dom.storage.next_gen set to false. Force stop of firefox fixes problem temporarily. Problem is on multiple devices and versions of android.
</p>",mobile;fix-problems;,mobile,fix-problems,en-US,1263489;1263531;1264524;1264527;1264864;,bbortnick,false,false,5
1272037,2019-11-02 11:16:10 -0800,2019-11-15T10:26:52Z,Sky have declared Thunderbird to be obsolete and out-of-date and will no longer support it.,"<p>This has caused all my e-mail accounts to stop working.  I therefore either have to drop Thunderbird (with great reluctance) or find another e-mail provider (also reluctantly).  Staying with Thunderbird is my preference even though I probably have hundreds of accounts to change and/or advise of my new addresses.
</p><p>Please advise what e-mail supplier works well with Thunderbird ??  
</p><p>Without having to buy their hardware !!
</p>","",thunderbird,other,en-US,1263477;1263560;1263608;1263636;1263974;1264123;1264189;1266695;1266733;1266738;1266782;1266838;1266843;,andre.dutoit,true,true,13
1272036,2019-11-02 10:57:58 -0800,2019-11-02T11:18:17Z,Spyware,"<p>Get Help for Spyware
</p>",firefox-680;websites;mobile;android;,mobile,websites,en-US,1263453;1263460;,gaspardjoseph49,false,false,2
1272035,2019-11-02 10:55:14 -0800,2019-11-03T05:39:36Z,is it needed to run the maintenanceserviceinstaller.exe?,"<p>After an update my maintenance service is version 68.1.2
and my TB is version 68.2.1
</p><p>Is it now needed to run each time after an update of TB the maintenanceserviceinstaller.exe to update the maintenance service?
</p>",other;,thunderbird,other,en-US,1263458;1263467;1263471;1263483;1263665;,louis14,false,false,5
1272034,2019-11-02 10:50:09 -0800,2019-11-02T12:47:33Z,need to restore site icon so i can add sites to  bookmarks toolbar,"<p>there is no site icon to use to add sites to the bookmarks tool bar. the enhanced tracking protection has taken its place
</p>",bookmarks;firefox-700;firefox-7001;desktop;windows-10;,firefox,bookmarks,en-US,1263476;1263523;,equinn27,false,false,2
1272033,2019-11-02 10:38:36 -0800,2019-11-02T10:56:30Z,Can I safely remove account from Thunderbird without affecting anything on the mail server?,"<p>I simply want to remove an IMAP account and all of it's data from Thunderbird on my PC. The email account is still active and used so I want to make sure that removing the account and data will not in any way affect the information on the mail server.
</p>",other;,thunderbird,other,en-US,1263451;,systemzanalysis,false,false,1
1272032,2019-11-02 10:34:31 -0800,2019-11-02T11:44:28Z,Message filters not working automatically or manually.  All are active message filters.  How to fix,"<p>My message filters were working correctly up until this week.  Now none of them work.  There were no changes to this computer so not sure why they have stopped working.   Appreciate any advice.  Thanks.
</p>",other;,thunderbird,other,en-US,1263481;,mritie,false,false,1
1272031,2019-11-02 10:31:53 -0800,2019-11-03T00:14:06Z,Filters,"<p>I don't Block pornographic Website s
</p>",firefox-680;customize;mobile;android;,mobile,customize,en-US,1263457;1263598;1263626;,ritikkumar7870508368,false,false,3
1272030,2019-11-02 10:16:57 -0800,2019-11-02T13:30:27Z,"Lockwise started showing up, can I go back to old method?","<p>I just went to Firefox 70.0.1 and then checked on some saved passwords.  Got a new screen that is called Lockwise?  Been using FF since around 2004 and would just as soon have the old version.  Thought it might have been an addon that got loaded, but that is not one of my addons.  
Question is can I get rid of Lockwise or it it built into FF?  Wish they (Firefox) had warned me about this when updating.   Then they are forcing me into having a Firefox account and trying their best to make me sync passwords which I don't want to sync anything.  Besides, I only use FF on this PC.  Mozilla is getting into too much cloud storing issues for me.
</p><p>Also, it seems FF started syncing just about all my data, passwords, bookmarks......... when I started an account.  I went into options and stopped by unchecking all they checked without asking and did a disconnect.   But there was a message that seem to say they already had sync and I couldn't delete their data they synced.
</p>",firefox-700;other;desktop;,firefox,other,en-US,1263438;1263440;1263442;1263448;1263452;1263508;1263532;1263538;1263546;1263548;,diverjer,true,true,10
1272029,2019-11-02 10:06:20 -0800,2019-11-02T10:30:22Z,"When right clicked on already opened tab, I want a ""new tab"" option above ""reload tab"". Any idea how can i do that?","<p>I just migrated from chrome and in firefox, I am spending more time in keeping my tabs organized. I am basic JS learner, I can do if there is anything(extention or JS library) to be added.
</p>",tabs;firefox-700;desktop;,firefox,tabs,en-US,1263439;,jayantkumarrana,false,false,1
1272028,2019-11-02 09:56:16 -0800,2019-11-02T11:18:16Z,I use a PAID version of Everhelper - from Nimbus Web - firfox has deleted my thumbnails on every page what are your issues with Nimbus and Everhelper and  the t,"<p>I wrote the content and it was erase - cannot Firefox accept a critique - I use a recommmended program from Nimbus web it is Everhelpper and their fvd speed dial - Firefox has deleted them all  - why - and why did you deletmy first attempt as questioning you 
excuse typos my hands 're shaking
</p>",other;firefox-700;firefox-7001;desktop;windows-7;needsinfo;,firefox,other,en-US,1263445;1263456;1263459;,patriciaenola,false,false,3
1272027,2019-11-02 09:50:48 -0800,2019-11-02T13:44:44Z,I use a PAID version of Everhelper - from Nimbus Web - firfox has deleted my thumbnails on every page what are your issues with Nimbus and Everhelper and  the t,"<p>I use Everhelper/me  and the FVD speedial - why does firefox claim it was ""accidentally"" erased - I think that is untrue because deleting is a deliberate action - I am prevented getting in touch with Nimbus from my laptop - does Firefox do THAT - FIREFOX was once my favorite browser - not so much now please return my speeddial pages  I need them do bI need the shock wave flash - if you will work bettwer with it's removal you can have it
</p>",firefox-700;other;desktop;windows-7;,firefox,other,en-US,1263447;1263482;1263490;1263501;1263545;1263556;,patriciaenola,true,true,6
1272026,2019-11-02 09:34:44 -0800,2019-11-02T23:28:23Z,how to allow a specific site on adblock plus by allowing ads for that site,"<p>I want access to <a href=""http://investing.com"" rel=""nofollow"">investing.com</a> but it will not allow unless i change adblock plus to allow there ads. I tried changing adblock plus to allow the adds but there instructions to do so won't work?
</p>",firefox-700;other;desktop;windows-10;,firefox,other,en-US,1263424;1263593;1263601;1263620;,fdemuth,false,false,4
1272025,2019-11-02 09:20:21 -0800,2019-11-02T09:51:12Z,Why is Thunderbord Crash Reporter opening even when Thunderbird is not open? This happening since yesterday's update,"<p>Crash Reporter appears even when I havn't opened Thunderbird since yesterday's update.
</p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1263414;,Andynew2,false,false,1
1272024,2019-11-02 09:08:57 -0800,2019-11-02T14:09:39Z,Compact Folders message hangs - can't get into Thunderbird,"<p>When Thunderbird launches, The Compact Folders message appears, but when I click on it it won't respond, and neither will Thunderbird. It may be significant that Firefox won't launch either. I have tried uninstalling and reinstalling Thunderbird, and uninstalling Firefox, but this makes no difference - when it is restarted I get the same problem.
I am running 64-bit Win-10
</p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1263415;1263420;1263561;,clearcomms,true,true,3
1272023,2019-11-02 08:53:05 -0800,2019-11-12T09:21:54Z,"popup warning: ""thunderbird can't update to the latest version"" : other history","<p>It's about the same message as mentioned in the ticket:
<a href=""https://support.mozilla.org/en-US/questions/1269619#answer-1256327"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1269619#answer-1256327</a>
but in my case the message is not there each day but each couple of weeks.
I'm now running TB 68.1.2 32 bit and I've checked whether mozilla maintenance service 68.1.2 is also installed and that is ok.
</p><p>When I had TB 60.9.0 installed I got also a number of times the popup warning message (at the moment there is really an update?)
</p><p>I have installed a new version on top of TB 60.9.0 (installed by my reseller on my new pc) but that gave a problem: the new version was installed in parallel beside the old version (maybe because the old version could be 64 bit and the new version was 32 bit?)
I have then removed both versions via control panel and installed the new version again.
</p><p>But I haven't yet a solution for the popup warning message.
</p><p>In my case there is no discrepancy between the showed version in the ""about"" windows and the ""tools-&gt;options-&gt;updates""
the ""updates history"" is empty
</p>",customize;,thunderbird,customize-controls-options-and-add-ons,en-US,1263413;1266213;1266229;1266234;1266250;,louis14,false,false,5
1272022,2019-11-02 08:51:52 -0800,2019-11-02T11:29:13Z,"How do I get the ""return Receipt"" and ""delivery Reciept notification"" to work","<p>I would lkke to know when I send an e-mail- when it is recieved  and sometimes I would lkke a receipt
</p>",other;,thunderbird,other,en-US,1263465;1263468;,raytrabulsi,true,true,2
1272021,2019-11-02 08:42:30 -0800,2019-11-04T09:25:58Z,"why do I keep getting a message Thunderbird ""Can't update to the latest version""? I am using v68.2.0. which, according to your web site is the latest version.","<p>I am using windows 10 updated to the latest version. I am using Thunderbird 68.2.0. Please find jpg of screenshot showing this error message and the version I am using via the HELP tab
</p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1263390;1263399;1263404;1263419;1263423;1263428;1263430;1263432;1263437;1263498;1263511;1263515;1264047;1264073;1264098;,kermit999,false,false,15
1272020,2019-11-02 08:38:57 -0800,2019-11-02T09:18:18Z,Typed words are black masked in firefox preview(LG default keyboard only),"<p>Question to LGE CQE : 
</p><p>I asked LG electronics firstly for typed words on firefox preview is black masked. (After finishing a black masked word, If I type press space bar, formal word is shown normally)
</p>
<hr>
<p>Answer from LGE Dev team :
</p><p>Play in the store firefox preview nightly to install.
Firefox, access to <a href=""http://google.com"" rel=""nofollow"">google.com</a>.
You can see the symptoms such as video, input characters from a box google.
</p><p>Depending on the keyboard input shown underlined when characters in the area when removing and underlined often show.
</p><p>By removing its first Korean and English on the keyboard input is underlined ..
</p><p>Remove the problem is underlined in return path the keyboard, and when the showing.
</p><p>Japanese input, in its keyboard input method of showing it underlined the special nature. Input, not a problem occurs in the Japanese in return path.
</p><p>This phenomenon is not come from our LGE keyboard app. When keyboard app (showing typed word after removing underbar) is used, Firefox has a problem.
</p><p>Please contact the app developer.
</p>",firefox-700;mobile;fix-problems;android;,firefox-preview,fix-problems-firefox-preview,en-US,1263403;,austinsday,false,false,1
1272019,2019-11-02 08:34:53 -0800,2019-11-02T14:17:48Z,"Un-/re-installed Firefox twice in past week due to errors, first time it reinstalled bookmarks/saved logins; second time it did not. How do I recover them?","<p>Hi. I uninstalled Firefox last week due to an XPCOM error. When I reinstalled, all of my saved information (logins, bookmarks, etc) loaded back in. I had to uninstall &amp; reinstall again yesterday (the browser refused to open all day) and now it won't load the old info. I clicked yes when it asked if I wanted to load the old info but nothing happened this time.
</p>",bookmarks;firefox-700;desktop;windows-7;,firefox,bookmarks,en-US,1263393;1263564;,jeffreyschroeck,false,false,2
1272018,2019-11-02 08:14:02 -0800,2019-11-09T04:45:24Z,Cannot make tbird read the mbox files I've just converted from Outlook,"<p>Just paid for a converter and successfully converted a few thousand outlook messages and folders into a bunch of mbox files. 
</p><p>Can't figure out how to get Thunderbird to read them. Created a new profile (Historical) and pointed it at the folder where I've installed the converted files but can't see any way, within the profile, to get tbird to take any notice of them!
</p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1263398;1265568;,misc5,true,true,2
1272017,2019-11-02 08:05:49 -0800,2019-11-02T09:38:15Z,I keep losing the vertical scroll bar on any website,"<p>with version 70.0.1 (64-bit), I find that I lose the vertical scroll bar if I hit the back button to visit a previous page in a website, this happens with every site, I have to reload the page to get it back. Really annoying.
</p>",firefox-700;desktop;fix-problems;windows-7;,firefox,fix-problems,en-US,1263402;1263409;,jerieggg,false,false,2
1272016,2019-11-02 07:50:04 -0800,2019-11-02T12:35:49Z,"When I enter a word in the address bar for search, a proposal appears to use this word as an address. How to disable it?","<p>Did you mean following the link? Yes, follow the link. No thanks.
</p>",firefox-700;customize;desktop;windows-10;,firefox,customize,en-US,1263474;1263505;1263510;1263512;,staspanne,false,false,4
1272015,2019-11-02 07:48:49 -0800,2019-11-02T08:54:48Z,"After upgrading to the latest version (68.2.1) I am not able to use the profile I had been using.  I have lost access to my contact list, and filters.","<p>While getting ready to send the details I was able to get the address book and filters to work OK.  I still don't know why the upgrade was so painful.  It may be related to the fact that I had set up a profile in a directory on a different drive to space constraints but simply pointing to that in the profile manager didn't work (on start up Thunderbird didn't have any accounts set up and asked me to add one).
So now this isn't so much a question as a note on the difficult upgrade experience.
</p>",download-and-install_1;needsinfo;,thunderbird,download-install-and-migration,en-US,1263386;,w1az,false,false,1
1272014,2019-11-02 07:47:11 -0800,2019-11-02T15:48:03Z,How do I bookmark the same page/site to 2 or more different folders?,"<p>I'd like to bookmark a certain  web page/ site to 2 or more separate folders;  Ultimately the web page is saved to the last folder I saved it to. Not both.  Is there a simple, east way to accomplish this?   Thank you.
</p>",bookmarks;firefox-700;desktop;windows-10;,firefox,bookmarks,en-US,1263380;1263396;1263562;1263566;1263582;,rsm333rsm,false,false,5
1272013,2019-11-02 06:30:10 -0800,2019-11-08T16:00:48Z,FF70 freezes entire machine (Fedora 31),"<p>Overview: 
</p><p>Firefox 70 on a Fedora 30/31 KDE machine will freeze the entire machine within minutes (sometimes seconds) of launch.  A hard reboot is usually the only way to reset.  The issue is not associated with any particular URL.
</p><p>The System: 
</p><p>Operating System: Fedora 31 /
KDE Plasma Version: 5.16.5 /
KDE Frameworks Version: 5.61.0 /
Qt Version: 5.12.5 /
Kernel Version: 5.3.7-301.fc31.x86_64 /
OS Type: 64-bit /
Processors: 4 × Intel® Core™ i5-4590 CPU @ 3.30GHz /
Memory: 7.7 GiB of RAM
</p><p>When It Started: 
</p><p>The problem began as soon as Firefox was updated to version 70 on the Fedora 30 installation.  I then upgraded Fedora itself to 31, but the Firefox problem persisted.
</p><p>What I have tried:
</p><p>1. I created a brand new user on the system and ran Firefox from that account.  Problem still exists.
</p><p>2. I launched Firefox from the command line in safe mode. Problem still exists.
</p><pre>   $ firefox -safe-mode
</pre>
<p>3. I launched Firefox with Wayland.  Problem still exists.
</p><pre>   $ /usr/bin/firefox-wayland
</pre>
<p>4. I launched Firefox with X11.  Problem still exists.
</p><pre>   $ /usr/bin/firefox-x11
</pre>
<p><br>
Something odd:
</p><p>The user agent string being presented by Firefox is inaccurate.  It is presenting itself as 
Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0
</p><p>And yet this is definitely FF70 on Fedora, as I can attest to, unless I have gone insane and am not realizing it yet.   It particularly troubles me that I have to post this support request from a different browser (so disregard the auto-detected user agent associated with this post).  Oh, the humanity!
</p>",desktop;fix-problems;,firefox,fix-problems,en-US,1263379;1263416;1263715;1265419;,derek16,false,false,3
1272012,2019-11-02 06:13:25 -0800,2019-11-03T02:13:15Z,Add-on Send doesn't work on Android phone; I do get Send pop-ups (!) at unexpected moments.,"<p>I installed an re-installed the Send add-on several times on my Android phone. 'Send' appears in the sidebar, but does not respond. 
I finally installed the APP Send, which responds correctly, but that is not what I want.
See also attached screenshot for pop-ups.
</p>",download-and-install_1;mobile;windows-81;,mobile,download-and-install,en-US,1263462;1263646;,jgplato,false,false,2
1272011,2019-11-02 05:56:39 -0800,2019-11-02T08:55:21Z,After a recent windows 10 update I have lost all my contacts and all my archived emails,"<p>retrieve archived emails and contacts after recent wondow 10 update
</p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1263387;,wtknsn,true,true,1
1272010,2019-11-02 05:41:59 -0800,2019-11-09T23:02:32Z,How do I make Firefox (for Android!!!) ask where to save downloaded files?,"<p>I recently had to replace my phone. With the new installation of Firefox, I no longer have the option of choosing the destination directory of downloaded files.  Previously, I had set it up to ask every time. Now I can't remember or figure out now to do that.
</p><p>I have found many sites with instructions for how to set a new default directory and download to that default every time, but that isn't what I want. I want to choose every time.
</p>",firefox-6820;firefox-682;customize;mobile;android;,mobile,customize,en-US,1263480;1265702;,negativ,false,false,2
1272009,2019-11-02 05:36:38 -0800,2019-11-02T10:23:02Z,Youtube Player -split movie,"<p>Hello I would like ask about possibility turn off at YouTube split movies .When I gently click movie at YouTube then I see open my new window.I usually watch full screen movie at YouTube .And I do not like open small right corner small player .
How to turn off split player at YouTube.
</p>",download-and-install_1;firefox-700;desktop;windows-8;,firefox,download-and-install,en-US,1263359;1263394;1263406;1263411;1263417;1263425;1263435;,iikolor,false,false,7
1272008,2019-11-02 05:17:33 -0800,2019-11-04T08:26:18Z,"FF70, MacOS Catalina.  Two windows if startup from .webloc file","<p>Dear FF Volunteers,
If I start FF from the dock, one window opens with one tab at the designated homepage - all good.
If I start FF from a .webloc file, I get one window as above and another separate window with a single tab showing the .webloc link.
In Mojave, only one window with the .webloc tab would open which was fine, in Catalina, I have to keep closing the unwanted second homepage window which sits behind the .webloc page.
Thank you in advance for any help ...
</p>",firefox-700;other;desktop;mac-os;,firefox,other,en-US,1263389;1263426;1263429;1263433;1264066;,james50,false,false,5
1272007,2019-11-02 04:34:41 -0800,2019-11-10T07:23:23Z,"Almost as soon as it was up, the password changed!","<p>I just started my Firefox app and about 2 minutes later, Someone had changed my account password! I was using Firefox because I had been having the same issue with Google. Google was absolutely NO HELP and just told me to start over but I would start over and it would happen the same way. I have to have hackers, so how do I have any secure emails?
</p>",privacy-and-security_1;mobile;,mobile,privacy-and-security,en-US,1263725;1263728;1265770;,dlnight509,false,false,3
